pal_va,usa_va,name,object_file,status,notes
0x00101C80,,Main,main.o,NO_ANCHOR,Object has no USA anchor
0x001023E0,,main,main.o,NO_ANCHOR,Object has no USA anchor
0x00102540,,Emergency_DestroyAllThread,main.o,NO_ANCHOR,Object has no USA anchor
0x001025E0,,movie_abort_check,main.o,NO_ANCHOR,Object has no USA anchor
0x00102620,,demoEnd,main.o,NO_ANCHOR,Object has no USA anchor
0x00102648,,sampleModeNoContTimeOutMain,sampleMode.o,NO_ANCHOR,Object has no USA anchor
0x00102788,,sampleModeDemoEnd,sampleMode.o,NO_ANCHOR,Object has no USA anchor
0x001027C0,,sampleModeDemoEndTimeOut,sampleMode.o,NO_ANCHOR,Object has no USA anchor
0x001027F8,,sampleModeStageInit,sampleMode.o,NO_ANCHOR,Object has no USA anchor
0x00102868,,sampleModeExec,sampleMode.o,NO_ANCHOR,Object has no USA anchor
0x001028F8,0x001028B0,EntryDelayFree,delayFreeManager.o,MATCH,offset=0x-0000048
0x00102988,0x00102940,InitDelayFree,delayFreeManager.o,MATCH,offset=0x-0000048
0x00102A20,0x001029D8,ExecDelayFree,delayFreeManager.o,OOB,USA address out of bounds
0x00102B30,0x00102AE8,GetRootQuaternionByDObj,geometryManager.o,MATCH,offset=0x-0000048
0x00102B68,0x00102B20,UpdateRootMatrixByDObj,geometryManager.o,MATCH,offset=0x-0000048
0x00102BF0,0x00102BA8,GetRootQuaternion,geometryManager.o,MATCH,offset=0x-0000048
0x00102BF8,0x00102BB0,UpdateRootMatrix,geometryManager.o,MATCH,offset=0x-0000048
0x00102C00,0x00102BB8,SetRootBaseQuaternion,geometryManager.o,MATCH,offset=0x-0000048
0x00102C10,0x00102BC8,SetRootQuaternion,geometryManager.o,MATCH,offset=0x-0000048
0x00102C90,0x00102C48,SetRootMatrixWithTransOffsetByDObj,geometryManager.o,MATCH,offset=0x-0000048
0x00102D10,0x00102CC8,SetRootMatrixWithTransOffset,geometryManager.o,MATCH,offset=0x-0000048
0x00102D18,0x00102CD0,GetRootMatrixRotOffsetByDObj,geometryManager.o,MATCH,offset=0x-0000048
0x00102D58,0x00102D10,GetRootMatrixRotOffset,geometryManager.o,MATCH,offset=0x-0000048
0x00102D60,0x00102D18,SetRootMatrixRotOffsetByDObj,geometryManager.o,MATCH,offset=0x-0000048
0x00102DD8,0x00102D90,SetRootMatrixRotOffset,geometryManager.o,MATCH,offset=0x-0000048
0x00102DE0,0x00102D98,SetDirectRootPositionNoFittingWithNodePoint,geometryManager.o,MATCH,offset=0x-0000048
0x00102FB0,0x00102F68,SetDirectRootPositionWithNodePoint,geometryManager.o,MATCH,offset=0x-0000048
0x00102FD8,0x00102F90,LocalizeGeometry,geometryManager.o,MATCH,offset=0x-0000048
0x00103170,0x00103128,GetGlobalDirectionOrient,geometryManager.o,MATCH,offset=0x-0000048
0x001031E8,0x001031A0,GlobalizeGeometry,geometryManager.o,MATCH,offset=0x-0000048
0x001032E0,0x00103298,GetRootVelocity,geometryManager.o,MATCH,offset=0x-0000048
0x001032F0,0x001032A8,GetInitialInverseMatrixByDObj,geometryManager.o,MATCH,offset=0x-0000048
0x001033B0,0x00103368,GetInitialInverseMatrix,geometryManager.o,MATCH,offset=0x-0000048
0x00103478,0x00103430,GetInitialSkeltonMatrixByDObj,geometryManager.o,MATCH,offset=0x-0000048
0x00103540,0x001034F8,MakeCharGObjList,geometryManager.o,MATCH,offset=0x-0000048
0x00103688,0x00103640,cylinderCollisionCheck,geometryManager.o,MATCH,offset=0x-0000048
0x00103CA0,0x00103C58,LocalizeDirectionOrient,geometryManager.o,MATCH,offset=0x-0000048
0x00103D18,0x00103CD0,GetCylinderCollision,geometryManager.o,MATCH,offset=0x-0000048
0x00103E18,0x00103DD0,GetCylinderCollisionWithExceptOwnCollision,geometryManager.o,MATCH,offset=0x-0000048
0x00103F20,0x00103ED8,CylinderCollision,geometryManager.o,MATCH,offset=0x-0000048
0x001040D0,0x00104088,CylinderCollisionWithControlDynamics,geometryManager.o,MATCH,offset=0x-0000048
0x00104290,0x00104248,GetRootMatrixByDObj,geometryManager.o,MATCH,offset=0x-0000048
0x00104310,0x001042C8,GetRootMatrix,geometryManager.o,MATCH,offset=0x-0000048
0x00104390,0x00104348,GetRootPositionByDObj,geometryManager.o,MATCH,offset=0x-0000048
0x00104410,0x001043C8,SetDirectRootPosition,geometryManager.o,MATCH,offset=0x-0000048
0x00104530,0x001044E8,SetDirectRootPositionNoFitting,geometryManager.o,MATCH,offset=0x-0000048
0x00104648,0x00104600,SetRootPosition,geometryManager.o,MATCH,offset=0x-0000048
0x001046D8,0x00104690,GetRootPosition,geometryManager.o,MATCH,offset=0x-0000048
0x00104760,0x00104718,GetRootOrient,geometryManager.o,MATCH,offset=0x-0000048
0x00104808,0x001047C0,LimitExistGeometry,geometryManager.o,MATCH,offset=0x-0000048
0x00104868,0x00104820,GetRootMatrixTransOffsetByDObj,geometryManager.o,MATCH,offset=0x-0000048
0x001048C0,0x00104878,GetRootMatrixTransOffset,geometryManager.o,MATCH,offset=0x-0000048
0x00104918,0x001048D0,GetRootMotionOrient,geometryManager.o,MATCH,offset=0x-0000048
0x001049E8,0x001049A0,GetRootMotionMatrix,geometryManager.o,MATCH,offset=0x-0000048
0x00104A98,0x00104A50,GetProjectionPosOfPlane,geometryManager.o,MATCH,offset=0x-0000048
0x00104B10,0x00104AC8,GetProjectionOfPlane,geometryManager.o,MATCH,offset=0x-0000048
0x00104B90,0x00104B48,GetProjectionOfPlaneWithKeepAway,geometryManager.o,MATCH,offset=0x-0000048
0x00104C08,0x00104BC0,GetCharGObjList,geometryManager.o,OOB,USA address out of bounds
0x00104D68,0x00104D20,InitKeyInput,keyInput.o,MATCH,offset=0x-0000048
0x00104E50,0x00104E08,ExecKeyInput,keyInput.o,OOB,USA address out of bounds
0x001050C0,0x00105078,InitMatrixDrive,matrixDrive.o,MATCH,offset=0x-0000048
0x001050F0,0x001050A8,MatrixDrive_PushMatrix,matrixDrive.o,MATCH,offset=0x-0000048
0x00105118,0x001050D0,MatrixDrive_RotMatrixX,matrixDrive.o,MATCH,offset=0x-0000048
0x00105190,0x00105148,MatrixDrive_RotMatrixY,matrixDrive.o,MATCH,offset=0x-0000048
0x00105208,0x001051C0,MatrixDrive_RotMatrixZ,matrixDrive.o,MATCH,offset=0x-0000048
0x00105280,0x00105238,MatrixDrive_ScaleMatrix,matrixDrive.o,MATCH,offset=0x-0000048
0x001052B0,0x00105268,MatrixDrive_TurnViewMatrix,matrixDrive.o,MATCH,offset=0x-0000048
0x00105428,0x001053E0,MatrixDrive_PushMatrixWithNoCopy,matrixDrive.o,MATCH,offset=0x-0000048
0x00105438,0x001053F0,MatrixDrive_PopMatrix,matrixDrive.o,MATCH,offset=0x-0000048
0x00105448,0x00105400,MatrixDrive_GetMatrix,matrixDrive.o,MATCH,offset=0x-0000048
0x00105460,0x00105418,MatrixDrive_GetLastMatrix,matrixDrive.o,MATCH,offset=0x-0000048
0x00105478,0x00105430,MatrixDrive_TransMatrixV,matrixDrive.o,MATCH,offset=0x-0000048
0x001054D8,0x00105490,MatrixDrive_TransMatrix,matrixDrive.o,MATCH,offset=0x-0000048
0x00105560,0x00105518,MatrixDrive_TurnObjectMatrix,matrixDrive.o,MATCH,offset=0x-0000048
0x00105658,0x00105610,MatrixDrive_TurnXObjectMatrixZY,matrixDrive.o,MATCH,offset=0x-0000048
0x00105740,0x001056F8,MatrixDrive_TurnXObjectMatrixYZ,matrixDrive.o,MATCH,offset=0x-0000048
0x00105828,0x001057E0,MatrixDrive_TurnYObjectMatrixXZ,matrixDrive.o,MATCH,offset=0x-0000048
0x00105910,0x001058C8,MatrixDrive_TurnZObjectMatrixXY,matrixDrive.o,MATCH,offset=0x-0000048
0x001059F8,0x001059B0,MatrixDrive_GetTurnXAngleZY,matrixDrive.o,MATCH,offset=0x-0000048
0x00105AD8,0x00105A90,MatrixDrive_GetTurnXAngleYZ,matrixDrive.o,MATCH,offset=0x-0000048
0x00105BB8,0x00105B70,MatrixDrive_GetTurnYAngleXZ,matrixDrive.o,MATCH,offset=0x-0000048
0x00105C98,0x00105C50,MatrixDrive_GetTurnYEAngleXZ,matrixDrive.o,MATCH,offset=0x-0000048
0x00105D88,0x00105D40,MatrixDrive_GetTurnZAngleXY,matrixDrive.o,MATCH,offset=0x-0000048
0x00105E68,0x00105E20,MatrixDrive_GetTurnZAngleYX,matrixDrive.o,MATCH,offset=0x-0000048
0x00105F58,0x00105F10,MatrixDrive_GetTurnMinusZAngleXY,matrixDrive.o,MATCH,offset=0x-0000048
0x00106040,0x00105FF8,MatrixDrive_SetTransposeMatrix,matrixDrive.o,MATCH,offset=0x-0000048
0x001060D0,0x00106088,CopyVector,matrixDrive.o,MATCH,offset=0x-0000048
0x001060E0,0x00106098,CopyIVector,matrixDrive.o,MATCH,offset=0x-0000048
0x001060F0,0x001060A8,CopyMatrix,matrixDrive.o,MATCH,offset=0x-0000048
0x00106118,0x001060D0,CopyMatrixUncached,matrixDrive.o,SEQ_MISMATCH,op_seq differs (sz=48)
0x00106148,0x00106100,AddVectorXYZ,matrixDrive.o,SEQ_MISMATCH,op_seq differs (sz=24)
0x00106160,0x00106118,SubVectorXYZ,matrixDrive.o,SEQ_MISMATCH,op_seq differs (sz=24)
0x00106178,0x00106130,UnitRotation,matrixDrive.o,SEQ_MISMATCH,op_seq differs (sz=56)
0x001061B0,0x00106168,FSqrt,matrixDrive.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x001061D0,0x00106188,VectorLength,matrixDrive.o,SEQ_MISMATCH,op_seq differs (sz=40)
0x001061F8,0x001061B0,VectorLengthSquare,matrixDrive.o,SEQ_MISMATCH,op_seq differs (sz=32)
0x00106218,0x001061D0,GetPointDistance,matrixDrive.o,OOB,USA address out of bounds
0x00106260,,GetWaterReaction,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00106560,,CheckFieldContact,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00106740,,dispPlane,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00106C68,,GetOrientOfWallOfGObj,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00106C78,,GetOrientOfCliffOfGObj,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00106C88,,SetMotionDirection,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00106D40,,_GetMotionDirection,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00106D50,,SetMotionDirectionWithLimit,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00106EF0,,GetRootPosOfNextFrame,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00106F38,,AdjustMotionHeightToField,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00106F78,,GetLowerPlaneCollision,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00107440,,InitMotionGeoInfo,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00107930,,DispSkelton,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x001079B0,,SlopeIKControl,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00107DC0,,GetPureVerticalPlaneOfCurrentPosition,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x001080C0,,AdjustVerticalSidePlaneOfWall,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00108390,,GetPureVerticalPlane,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00108548,,_getS16MotRotElem,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00108930,,_getMotion,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00108CE8,,GetStreamMotion,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00108F30,,CopyMotionWithNodeHrc,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00109038,,GetFloatingMotion,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00109A38,,MakeMirrorMotion,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00109BB0,,GetFloatingShapeMotion,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00109DF0,,FeedbackWallWorkInfoToBrainSystem,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00109E30,,GetMotionPointer,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00109E40,,GetCollisionOfLastActiveField,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00109E50,,DebugDisp1Collision,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x00109F48,,DebugDisp1CollisionWithColor,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A040,,SetMotionBlendlessNode,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A160,,ClearMotionBlendlessNode,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A1A0,,InitMotionStateInfo,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A228,,GetSkeltonFocusNode,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A2D8,,AdjustMotionHeightToNearestField,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A3A8,,SetRootUpdateMode,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A3B8,,ForMotionViewer_GetCurrentAnimationFrame,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A3C8,,ForMotionViewer_GetCurrentMotion,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A3D8,,EnableMotionOrientUpdate,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A3E8,,DisableMotionOrientUpdate,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A3F8,,CheckFloorAttribute,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A418,,CheckWallAttribute,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A438,,CheckPureWallAttribute,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A458,,CheckPureCliffAttribute,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A478,,GetStreamShapeMotion,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A4D0,,GetDifferenceFromWallUpperField,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A5A0,,GetDifferenceFromLastField,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A670,,GetDifferenceFromLowerField,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A758,,GetDifferenceFromWallLowerPlane,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A838,,GetDifferenceFromWallUpperPlane,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A918,,DisableChangeRootUpdateMode,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A928,,EnableChangeRootUpdateMode,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A938,,GetRopeHangablePos,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A948,,GetMotionFrameFlag1,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A958,,GetMotionFrameFlag2,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A968,,GetHeightOfFieldPlaneDifference,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A9B8,,GetHeightOfWallFromGObj,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A9C8,,GetHeightOfCliffFromGObj,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010A9D8,,InitMotionRotElem,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010AA28,,SetMotionNodeFixModeParameter,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010AB58,,GetRootProjectionPosOfGObj,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010ABA0,,SetMotionPlaySpeedRatio,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010ABB0,,ClearMotionGeometryInfo,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010AC10,,SetSkeltonDispSwitch,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010AC18,,CopyMotion,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010AC58,,GetMotionRootPos,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010ACA0,,GetMotion,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010AE58,,GetBlendedMotion,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010B040,,GetFloatingMotionRootPos,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010B160,,GetShapeMotion,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010B1D8,,LockForceGroundParent,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010B1E0,,UnlockForceGroundParent,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010B1E8,,GetOutOutsideOfWall,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010B298,,AdjustRootPositionToVerticalSidePlaneOfWall,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010B348,,fitYToPlane,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010B388,,GetBlendedMotionRootPos,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010B3E0,,_getMotRotElem,motionManager2.o,NO_ANCHOR,Object has no USA anchor
0x0010B798,0x0010B7A0,SetFallDownSplash,pool.o,MATCH,offset=0x00000008
0x0010B9B8,0x0010B9C0,GetPoolGlobalDrainVector,pool.o,MATCH,offset=0x00000008
0x0010B9C8,0x0010B9D0,InitPoolGeo,pool.o,SEQ_MISMATCH,op_seq differs (sz=4848)
0x0010CCB8,0x0010CCC0,PoolDL,pool.o,SEQ_MISMATCH,op_seq differs (sz=256)
0x0010CDB8,0x0010CDC0,InitLimitedPoolReflactionMesh,pool.o,SEQ_MISMATCH,op_seq differs (sz=328)
0x0010CF00,0x0010CF08,SetLayoutedPoolReflactionMesh,pool.o,SEQ_MISMATCH,op_seq differs (sz=832)
0x0010D240,0x0010D248,SetLimitedPoolReflactionMesh,pool.o,SEQ_MISMATCH,op_seq differs (sz=1112)
0x0010D698,0x0010D6A0,DispLimitedPoolReflactionMesh,pool.o,SEQ_MISMATCH,op_seq differs (sz=232)
0x0010D780,0x0010D788,PoolGeo,pool.o,SEQ_MISMATCH,op_seq differs (sz=8)
0x0010D788,0x0010D790,GetPoolGlobalHeight,pool.o,SEQ_MISMATCH,op_seq differs (sz=64)
0x0010D7C8,0x0010D7D0,GetPoolGlobalHeightDetail,pool.o,SEQ_MISMATCH,op_seq differs (sz=280)
0x0010D8E0,0x0010D8E8,CheckPoolHasGridMesh,pool.o,SEQ_MISMATCH,op_seq differs (sz=24)
0x0010D8F8,0x0010D900,InitLayoutedPoolReflactionMesh,pool.o,SEQ_MISMATCH,op_seq differs (sz=456)
0x0010DAC0,0x0010DAC8,getWave,pool.o,OOB,USA address out of bounds
0x0010DB40,0x0010DB78,MultiCurrentQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010DB68,0x0010DBA0,InvertCurrentQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010DB88,0x0010DBC0,SetCurrentQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010DBA8,0x0010DBE0,RotCurrentQuaternionX,quaternion.o,MATCH,offset=0x00000038
0x0010DBC8,0x0010DC00,RotCurrentQuaternionY,quaternion.o,MATCH,offset=0x00000038
0x0010DBE8,0x0010DC20,RotCurrentQuaternionZ,quaternion.o,MATCH,offset=0x00000038
0x0010DC08,0x0010DC40,PushQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010DC80,0x0010DCB8,InitQuaternionDrive,quaternion.o,MATCH,offset=0x00000038
0x0010DC90,0x0010DCC8,SetIdentityQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010DCA0,0x0010DCD8,GetMatrixFromQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010DF58,0x0010DF90,GetQuaternionFromMatrix,quaternion.o,MATCH,offset=0x00000038
0x0010DF90,0x0010DFC8,CopyQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010DF98,0x0010DFD0,GetInverseQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010DFD8,0x0010E010,RegularizeQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010E040,0x0010E078,GetSlerpQuaternionNoRegularize,quaternion.o,MATCH,offset=0x00000038
0x0010E1D8,0x0010E210,GetSlerpQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010E200,0x0010E238,GetCurrentQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010E218,0x0010E250,GetLastQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010E230,0x0010E268,PushQuaternionWithNoCopy,quaternion.o,MATCH,offset=0x00000038
0x0010E288,0x0010E2C0,PopQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010E2C0,0x0010E2F8,SetQuaternionByAxisRotate,quaternion.o,MATCH,offset=0x00000038
0x0010E330,0x0010E368,SetQuaternionByAxisRotateWithNoRegularize,quaternion.o,MATCH,offset=0x00000038
0x0010E398,0x0010E3D0,SetQuaternionByAxisRotateEAngle,quaternion.o,MATCH,offset=0x00000038
0x0010E458,0x0010E490,SetQuaternionByAxisRotateV,quaternion.o,MATCH,offset=0x00000038
0x0010E4B8,0x0010E4F0,SetQuaternionByAxisRotateVWithNoRegularize,quaternion.o,MATCH,offset=0x00000038
0x0010E518,0x0010E550,MultiQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010E558,0x0010E590,DivQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010E5A0,0x0010E5D8,GetMatrixFromQuaternionRotElem,quaternion.o,MATCH,offset=0x00000038
0x0010E620,0x0010E658,GetMatrixFromQuaternionPos,quaternion.o,MATCH,offset=0x00000038
0x0010E6D0,0x0010E708,MultiMatrixByQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010E718,0x0010E750,GetMirrorQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010E818,0x0010E850,RotQuaternionX,quaternion.o,MATCH,offset=0x00000038
0x0010E8B8,0x0010E8F0,RotQuaternionY,quaternion.o,MATCH,offset=0x00000038
0x0010E958,0x0010E990,RotQuaternionZ,quaternion.o,MATCH,offset=0x00000038
0x0010E9F8,0x0010EA30,RotQuaternionEAX,quaternion.o,MATCH,offset=0x00000038
0x0010EAF8,0x0010EB30,RotQuaternionEAZ,quaternion.o,MATCH,offset=0x00000038
0x0010EBF8,0x0010EC30,GetXUnitVectorOfQuaternion,quaternion.o,MATCH,offset=0x00000038
0x0010EC88,0x0010ECC0,GetYUnitVectorOfQuaternion,quaternion.o,SEQ_MISMATCH,op_seq differs (sz=144)
0x0010ED18,0x0010ED50,GetZUnitVectorOfQuaternion,quaternion.o,SEQ_MISMATCH,op_seq differs (sz=144)
0x0010EDA8,0x0010EDE0,GetDifferencialQuaternionWithNoRegularize,quaternion.o,SEQ_MISMATCH,op_seq differs (sz=192)
0x0010EE68,0x0010EEA0,GetQuaternionMagnitude,quaternion.o,SEQ_MISMATCH,op_seq differs (sz=64)
0x0010EEA8,0x0010EEE0,SetQuaternionByCosineAxisRotateVWithNoRegularize,quaternion.o,SEQ_MISMATCH,op_seq differs (sz=144)
0x0010EF38,0x0010EF70,SetQuaternionByCosineAxisRotateV,quaternion.o,SEQ_MISMATCH,op_seq differs (sz=144)
0x0010EFC8,0x0010F000,SetQuaternionByAxisRotateVEAngle,quaternion.o,SEQ_MISMATCH,op_seq differs (sz=192)
0x0010F088,0x0010F0C0,GetQuaternionCosRadian,quaternion.o,OOB,USA address out of bounds
0x0010F0B0,,GetTableSin,tableSin.o,NO_ANCHOR,Object has no USA anchor
0x0010F100,,GetTableCos,tableSin.o,NO_ANCHOR,Object has no USA anchor
0x0010F158,,InitTableSin,tableSin.o,NO_ANCHOR,Object has no USA anchor
0x0010F230,,GetTableArcSin,tableSin.o,NO_ANCHOR,Object has no USA anchor
0x0010F2C0,,GetTableArcCos,tableSin.o,NO_ANCHOR,Object has no USA anchor
0x0010F368,,GetTableArcTan2,tableSin.o,NO_ANCHOR,Object has no USA anchor
0x0010F3B0,0x0010F388,p2o_MakePacket,DisplayP2O.o,MATCH,offset=0x-0000028
0x0010F3C0,0x0010F398,p2o_DispShadowVolume,DisplayP2O.o,MATCH,offset=0x-0000028
0x0010F3C8,0x0010F3A0,p2o_HideDispVU1,DisplayP2O.o,MATCH,offset=0x-0000028
0x0010F3F8,0x0010F3D0,p2o_DispVU1DObj,DisplayP2O.o,MATCH,offset=0x-0000028
0x0010F400,0x0010F3D8,p2o_DispVU1DObjMulti,DisplayP2O.o,MATCH,offset=0x-0000028
0x0010F408,0x0010F3E0,p2o_DispVU1Multi,DisplayP2O.o,SEQ_MISMATCH,op_seq differs (sz=8)
0x0010F410,0x0010F3E8,p2o_DispVU1MultiDefault,DisplayP2O.o,SEQ_MISMATCH,op_seq differs (sz=8)
0x0010F418,0x0010F3F0,p2o_DispVU1,DisplayP2O.o,SEQ_MISMATCH,op_seq differs (sz=8)
0x0010F420,0x0010F3F8,p2o_DispVU1Default,DisplayP2O.o,SEQ_MISMATCH,op_seq differs (sz=8)
0x0010F428,0x0010F400,p2o_TransMicroProgram,DisplayP2O.o,SEQ_MISMATCH,op_seq differs (sz=16)
0x0010F438,0x0010F410,p2o_SetDefaultEnviroment,DisplayP2O.o,OOB,USA address out of bounds
0x0010F440,,file_Init,FileManager.o,NO_ANCHOR,Object has no USA anchor
0x0010FD20,,file_LoadFile,FileManager.o,NO_ANCHOR,Object has no USA anchor
0x0010FD98,0x0010FD20,gif_EndPacket,GifPacket.o,MATCH,offset=0x-0000078
0x0010FED0,0x0010FE58,gif_EndPacketPath1,GifPacket.o,MATCH,offset=0x-0000078
0x0010FFE8,0x0010FF70,gif_MakeLine2DOffset,GifPacket.o,MATCH,offset=0x-0000078
0x00110110,0x00110098,gif_MakeSprite,GifPacket.o,MATCH,offset=0x-0000078
0x00110290,0x00110218,gif_MakeSpriteOffset,GifPacket.o,MATCH,offset=0x-0000078
0x00110428,0x001103B0,gif_MakeSpriteWithStrip,GifPacket.o,MATCH,offset=0x-0000078
0x00110690,0x00110618,gif_PointOffset,GifPacket.o,MATCH,offset=0x-0000078
0x001107B8,0x00110740,gif_Line,GifPacket.o,MATCH,offset=0x-0000078
0x00110948,0x001108D0,gif_Sprite,GifPacket.o,MATCH,offset=0x-0000078
0x00110B48,0x00110AD0,gif_SpriteSensitive,GifPacket.o,MATCH,offset=0x-0000078
0x00110CE8,0x00110C70,gif_SpriteOffset,GifPacket.o,SEQ_MISMATCH,op_seq differs (sz=528)
0x00110EF8,0x00110E80,gif_SpriteSensitiveOffset,GifPacket.o,SEQ_MISMATCH,op_seq differs (sz=440)
0x001110B0,0x00111038,gif_SpriteOrg,GifPacket.o,SEQ_MISMATCH,op_seq differs (sz=424)
0x00111258,0x001111E0,gif_SpriteSensitiveOrg,GifPacket.o,SEQ_MISMATCH,op_seq differs (sz=328)
0x001113A0,0x00111328,gif_SetDrawEnviroment,GifPacket.o,SEQ_MISMATCH,op_seq differs (sz=456)
0x00111568,0x001114F0,gif_DrawPolyF4,GifPacket.o,SEQ_MISMATCH,op_seq differs (sz=776)
0x00111870,0x001117F8,gif_DrawStripF,GifPacket.o,SEQ_MISMATCH,op_seq differs (sz=448)
0x00111A30,0x001119B8,gif_DrawStripG,GifPacket.o,SEQ_MISMATCH,op_seq differs (sz=520)
0x00111C38,0x00111BC0,gif_Draw2DStripG,GifPacket.o,SEQ_MISMATCH,op_seq differs (sz=472)
0x00111E10,0x00111D98,gif_Draw2DUVStripG,GifPacket.o,SEQ_MISMATCH,op_seq differs (sz=520)
